soft_block_1: .word 16, 16
.byte 56,56,56,56,0,0,0,0,0,0,0,0,0,56,56,56,
56,56,0,0,20,28,20,37,37,37,20,20,0,0,56,56,
56,0,28,37,28,20,37,37,37,28,20,37,28,20,0,56,
0,28,37,28,20,37,37,37,28,20,37,28,28,20,28,0,
0,37,28,20,37,37,37,28,20,37,28,28,20,28,20,0,
0,0,20,28,37,37,28,20,37,28,28,20,28,20,0,0,
0,37,0,0,20,28,20,37,28,28,20,20,0,0,37,0,
0,246,37,37,0,0,0,0,0,0,0,0,37,37,246,0,
0,0,37,246,246,37,246,246,246,246,37,246,246,37,0,0,
0,20,0,0,37,37,246,246,246,246,37,37,0,0,20,0,
0,20,28,20,0,0,0,0,0,0,0,0,28,20,20,0,
0,0,28,20,37,37,37,20,37,37,28,20,28,20,0,0,
0,37,0,20,28,37,37,20,37,37,28,20,0,0,37,0,
56,0,246,0,0,0,0,0,0,0,0,0,37,246,0,56,
56,0,0,29,246,37,246,246,246,246,37,246,37,0,56,56,
56,56,0,0,0,0,0,0,0,0,0,0,0,56,56,56,


