alg_cinco: .word 16, 16
.byte 50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,164,255,255,255,255,255,9,50,50,50,50,
50,50,50,50,50,164,255,91,91,91,82,50,50,50,50,50,
50,50,50,50,50,164,255,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,164,255,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,164,255,173,164,91,9,50,50,50,50,50,
50,50,50,50,50,91,164,91,164,255,255,73,50,50,50,50,
50,50,50,50,50,50,50,50,50,9,255,164,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,173,173,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,246,164,50,50,50,50,
50,50,50,50,9,164,73,50,73,164,255,73,50,50,50,50,
50,50,50,50,9,173,255,255,255,182,82,50,50,50,50,50,
50,50,50,50,50,50,9,9,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,


