bomba: .word 16, 16
.byte 0,0,0,91,91,0,0,0,91,31,7,50,50,50,50,50,
0,0,0,91,91,0,0,0,55,31,7,50,50,50,50,50,
0,0,0,0,0,0,0,0,31,7,50,50,50,50,50,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,
0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,
0,0,0,0,0,0,0,0,0,50,50,50,50,50,0,0,
0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,0,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,
7,7,7,0,0,18,88,0,0,0,0,0,0,0,0,0,


