fogo: .word 16, 16
.byte 38,38,38,38,38,38,38,38,38,13,38,13,50,13,13,13,
38,38,38,38,38,38,38,38,38,38,13,13,13,13,38,38,
38,38,38,38,38,38,38,38,38,38,13,13,13,13,38,38,
38,38,38,38,13,13,13,38,38,38,13,13,13,38,38,38,
38,38,38,13,13,13,13,13,38,38,13,13,13,38,38,38,
38,13,13,13,13,13,13,13,13,38,13,13,13,13,38,38,
13,13,13,13,13,13,13,13,13,13,38,13,13,13,13,13,
13,13,13,13,13,13,13,13,13,13,38,13,13,38,13,13,
13,13,13,13,13,13,38,38,13,13,38,13,13,38,13,13,
13,13,13,13,38,38,38,38,38,38,38,13,13,38,38,13,
38,13,13,38,38,38,38,38,38,38,13,13,13,38,38,13,
38,38,38,38,38,38,38,38,38,13,13,13,13,13,38,38,
13,38,38,38,38,38,38,13,13,13,13,13,13,13,13,38,
13,13,13,13,13,13,13,13,13,13,13,50,13,13,13,13,
0,0,0,0,0,0,0,0,0,0,0,0,50,13,13,13,
7,7,7,0,0,18,88,0,0,0,0,0,0,0,0,0,


