vida: .word 16, 16
.byte 56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,0,0,0,0,0,56,56,0,0,0,0,0,56,56,
56,0,11,15,31,15,11,1,1,11,15,15,15,11,0,56,
0,11,15,55,255,31,15,11,11,15,15,31,15,15,11,0,
0,15,31,255,47,31,0,15,15,0,31,31,31,15,15,0,
0,15,55,255,47,31,0,31,31,0,31,55,31,15,15,0,
0,15,55,47,47,55,0,31,31,0,55,55,31,15,15,0,
0,3,31,55,55,31,0,31,31,0,55,31,15,15,11,0,
56,0,15,31,31,31,31,31,31,31,31,31,15,15,0,56,
56,0,3,31,31,0,15,31,31,15,0,15,15,11,0,56,
56,56,0,3,31,15,0,0,0,0,15,15,11,0,56,56,
56,56,56,0,3,15,31,31,31,15,15,11,0,56,56,56,
56,56,56,56,0,0,15,31,15,15,0,0,56,56,56,56,
56,56,56,56,56,56,0,15,15,0,56,56,56,56,56,56,
56,56,56,56,56,56,56,0,0,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,


