topo_do_gelo: .word 45, 40
.byte 56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
253,76,64,56,56,56,56,56,56,56,56,56,56,56,56,0,0,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,0,0,164,164,164,246,246,164,164,246,246,246,246,246,246,164,164,246,246,164,164,164,0,0,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,0,0,164,164,164,246,246,246,164,246,246,246,246,246,246,246,246,246,246,164,246,246,246,164,164,164,0,0,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,0,0,164,164,164,246,246,246,164,164,246,246,246,246,164,164,164,164,246,246,246,246,164,164,246,246,246,164,164,164,0,0,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,0,164,164,164,246,246,246,246,164,246,164,164,246,164,164,246,246,246,246,164,164,246,164,164,246,164,246,246,246,246,164,164,164,0,56,56,56,56,56,56,
56,56,56,56,56,56,56,0,164,164,164,246,164,164,164,164,246,246,246,246,164,246,246,246,246,246,246,246,246,164,246,246,246,246,164,164,164,164,246,164,164,164,0,56,56,56,56,56,
56,56,56,56,56,56,0,164,56,164,164,164,164,246,246,164,246,246,246,164,246,246,246,246,246,246,246,246,246,246,164,246,246,246,164,246,246,164,164,164,164,56,164,0,56,56,56,56,
56,56,56,56,56,56,56,56,56,164,164,246,246,246,164,246,246,246,246,164,246,246,246,246,246,246,246,246,246,246,164,246,246,246,246,164,246,246,246,164,164,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,0,0,164,246,246,164,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,164,246,246,164,0,0,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,164,246,164,246,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,246,164,246,164,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,164,246,164,246,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,246,164,246,164,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,173,246,164,246,246,246,164,164,164,246,246,246,246,246,246,246,246,246,246,164,164,164,246,246,246,164,246,173,0,56,56,56,56,56,56,56,56,
