bomber_esquerda: .word 16, 16
.byte 56,56,56,73,73,73,73,73,73,73,56,56,56,56,56,56,
56,56,73,164,182,255,255,182,164,73,73,56,56,84,84,56,
56,73,246,255,255,255,255,255,246,173,172,73,74,143,143,66,
10,86,94,92,94,94,173,255,255,173,173,172,82,75,83,56,
18,111,111,83,111,111,94,255,255,173,173,172,73,56,56,56,
18,111,111,83,111,111,94,255,255,173,173,172,73,56,56,56,
10,94,94,11,94,94,165,255,182,173,173,164,73,56,56,56,
56,19,100,246,247,247,246,173,173,172,164,73,56,56,56,56,
56,56,56,81,81,82,91,82,73,73,56,56,56,56,56,56,
56,56,56,144,208,82,181,82,144,144,56,56,56,56,56,56,
56,56,80,208,136,73,164,84,129,128,56,56,56,56,56,56,
56,56,110,174,83,142,142,68,65,64,56,56,56,56,56,56,
56,56,89,145,137,91,91,73,144,136,56,56,56,56,56,56,
56,56,56,56,73,173,181,91,73,56,56,56,56,56,56,56,
56,56,56,56,73,82,99,82,73,56,56,56,56,56,56,56,
56,56,56,73,68,142,142,142,68,73,56,56,56,56,56,56,


