bomber_baixo: .word 16, 16
.byte 56,56,56,56,73,73,73,73,73,73,73,56,56,56,56,56,
56,56,73,73,164,182,255,255,255,182,173,73,73,56,56,56,
56,56,73,173,173,255,255,255,255,255,255,246,73,73,56,56,
56,73,172,173,94,92,94,94,94,92,94,173,246,73,56,56,
56,73,173,86,110,83,111,111,111,83,110,94,247,73,56,56,
56,73,173,86,111,83,111,119,111,83,111,94,247,73,56,56,
56,73,164,165,94,11,94,94,94,11,94,165,173,73,56,56,
56,56,73,100,173,173,246,247,247,246,246,173,73,56,56,56,
56,56,56,73,73,73,82,82,82,81,82,73,56,56,56,56,
56,56,73,172,145,128,208,208,208,208,145,172,73,56,56,56,
56,73,164,82,128,128,136,208,208,208,208,82,164,73,56,56,
73,150,142,66,64,82,110,174,174,82,72,66,142,150,73,56,
56,73,73,73,82,137,137,209,209,209,82,73,73,73,56,56,
56,56,56,73,181,164,137,136,145,164,181,73,56,56,56,56,
56,56,56,73,99,164,9,0,9,164,99,73,56,56,56,56,
56,56,73,142,142,68,1,0,1,68,142,142,73,56,56,56,


